,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalSpend,Churn,Codigo
2174,1178-PZGAB,Feminino,0,No,No,19,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,20.25,383.65,No,
1356,0196-JTUQI,Feminino,0,No,No,9,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,75.2,633.85,No,
5235,4299-YesNS,Masculino,0,No,No,9,Yes,Yes,Fibra,Yes,No,No,No,No,No,Mensal,Yes,BoletoEletronico,81.15,784.45,No,
6471,0859-YGKFW,Masculino,0,Yes,Yes,18,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,DebitoAutomatico,20.05,345.9,No,
6501,4753-PADAS,Feminino,0,Yes,No,67,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Anual,Yes,DebitoAutomatico,105.7,6816.95,No,
2826,3638-DIMPH,Feminino,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Anual,No,BoletoEletronico,43.8,592.65,No,
4237,6715-OFDBP,Masculino,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,70.05,346.4,Yes,
396,0177-PXBAT,Masculino,1,Yes,No,33,Yes,Yes,Fibra,Yes,No,Yes,Yes,Yes,Yes,Mensal,Yes,DebitoAutomatico,109.9,3694.7,No,
5461,1221-GHZEP,Feminino,0,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,2 anos,Yes,BoletoImpresso,65.1,3846.75,No,
3112,8809-XKHMD,Masculino,0,Yes,No,72,Yes,Yes,Fibra,Yes,Yes,No,Yes,No,Yes,2 anos,Yes,DebitoAutomatico,100.55,7325.1,No,
182,9367-WXLCH,Masculino,0,No,No,8,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,No,DebitoAutomatico,84.5,662.65,Yes,
5498,1976-CFOCS,Feminino,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,46.0,46,Yes,
5568,2270-CHBFN,Feminino,0,Yes,No,44,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,No,No,Mensal,Yes,CartaoCredito,95.1,4060.55,No,
1812,2085-BOJKI,Masculino,0,Yes,No,17,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,Anual,Yes,DebitoAutomatico,96.65,1588.25,No,
4535,9647-ERGBE,Feminino,0,Yes,Yes,30,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.05,3046.15,Yes,
5752,7480-SPLEF,Masculino,0,Yes,Yes,69,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,DebitoAutomatico,26.0,1796.55,No,
5108,7811-JIVPF,Feminino,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Mensal,No,CartaoCredito,49.7,1081.25,No,
816,6275-YDUVO,Feminino,0,No,No,2,Yes,No,Fibra,No,No,Yes,No,No,Yes,Mensal,Yes,BoletoImpresso,86.2,178.7,Yes,
1572,7675-OZCZG,Feminino,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,45.0,127.1,Yes,
4877,4973-RLZVI,Feminino,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Anual,No,CartaoCredito,74.65,2308.6,No,
1800,6650-VJONK,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,43.85,43.85,No,
2280,2754-SDJRD,Feminino,1,No,No,8,Yes,Yes,Fibra,No,No,No,Yes,Yes,Yes,Mensal,Yes,CartaoCredito,100.15,908.55,No,
2429,8406-LNMHF,Masculino,1,Yes,No,59,Yes,No,Fibra,Yes,Yes,Yes,No,No,No,Anual,Yes,CartaoCredito,82.95,4903.15,No,
3893,5816-SCGFC,Feminino,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,Yes,BoletoImpresso,51.3,419.35,No,
5570,5982-FPVQN,Feminino,0,Yes,Yes,37,Yes,Yes,Fibra,No,Yes,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,95.15,3532.85,No,
4707,0961-ZWLVI,Masculino,0,No,Yes,49,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Anual,Yes,CartaoCredito,109.2,5290.45,No,
5322,8731-WBBMB,Feminino,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Mensal,No,DebitoAutomatico,81.9,2078.55,No,
4315,9019-QVLZD,Feminino,0,No,No,1,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,No,BoletoEletronico,79.55,79.55,Yes,
6077,8085-MSNLK,Feminino,0,Yes,No,62,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,BoletoImpresso,113.95,6891.4,No,
6122,7609-NRNCA,Feminino,0,No,No,17,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.55,280.85,No,
6084,5119-KEPFY,Masculino,0,Yes,No,36,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,95.0,3440.25,No,
1830,7321-KKSDU,Masculino,0,No,Yes,32,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,20.5,696.8,No,
601,5173-ZXXXL,Masculino,0,No,No,2,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.95,47.7,No,
5835,4641-FROLU,Feminino,0,Yes,Yes,30,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,19.3,602.9,No,
6550,1309-BXVOQ,Masculino,0,Yes,No,21,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,106.1,2249.95,Yes,
5050,7762-URZQH,Masculino,0,Yes,No,66,Yes,Yes,Fibra,Yes,No,Yes,No,Yes,Yes,2 anos,Yes,CartaoCredito,106.05,6981.35,Yes,
554,5301-GAUUY,Masculino,0,No,No,32,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,DebitoAutomatico,80.35,2596.15,Yes,
1159,4086-YQSNZ,Feminino,1,Yes,No,3,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,80.4,224.05,Yes,
1213,6980-IMXXE,Feminino,0,Yes,Yes,69,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,20.2,1412.65,No,
880,9851-KIELU,Masculino,0,No,No,10,Yes,No,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,110.1,1043.3,Yes,
1325,7206-GZCDC,Feminino,1,No,No,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,69.25,69.25,Yes,
4316,8413-YNHNV,Masculino,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,BoletoImpresso,90.65,6322.1,No,
997,1374-DMZUI,Feminino,1,No,No,4,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,94.3,424.45,Yes,
700,1525-LNLOJ,Masculino,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,2 anos,Yes,DebitoAutomatico,63.3,4189.7,No,
2700,2346-DJQTB,Feminino,0,No,No,35,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,24.15,812.5,No,
5044,9927-DSWDF,Masculino,0,Yes,No,22,Yes,No,Fibra,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,104.6,2180.55,No,
1847,1098-KFQEC,Feminino,0,Yes,Yes,55,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.4,1083,No,
5168,6000-APYLU,Masculino,0,No,No,9,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,80.8,713.1,Yes,
2796,0058-EVZWM,Feminino,0,Yes,No,55,Yes,Yes,Fibra,Yes,No,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,89.8,4959.6,No,
1455,1621-YNCJH,Feminino,0,Yes,No,36,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,No,Yes,2 anos,Yes,CartaoCredito,106.05,3834.4,No,
6658,0818-OCPZO,Masculino,1,No,No,27,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,81.45,2122.05,Yes,
4105,5055-BRMNE,Feminino,0,Yes,Yes,67,Yes,Yes,Fibra,Yes,No,No,Yes,Yes,Yes,2 anos,No,CartaoCredito,106.7,7009.5,No,
3994,0406-BPDVR,Feminino,1,Yes,No,54,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Anual,Yes,CartaoCredito,101.5,5373.1,Yes,
866,0979-MOZQI,Masculino,0,Yes,No,62,No,SemTelefone,DSL,No,No,No,Yes,Yes,No,2 anos,Yes,DebitoAutomatico,39.0,2337.45,No,
5382,6229-UOLQL,Masculino,0,Yes,Yes,56,No,SemTelefone,DSL,Yes,Yes,No,Yes,Yes,No,Anual,Yes,BoletoImpresso,52.0,2884.9,No,
1644,3331-HQDTW,Feminino,0,No,No,34,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,BoletoImpresso,109.8,3587.25,Yes,
2140,3023-GFLBR,Feminino,0,Yes,Yes,33,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,No,CartaoCredito,86.15,2745.7,Yes,
4848,5380-AFSSK,Feminino,0,No,No,5,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoImpresso,93.9,486.85,Yes,
3520,6036-TTFYU,Feminino,0,Yes,No,16,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.6,314.45,No,
4421,4636-JGAAI,Masculino,0,Yes,No,34,Yes,Yes,Fibra,No,Yes,No,No,No,Yes,Mensal,No,BoletoImpresso,88.85,3000.25,No,
5684,0193-ESZXP,Feminino,1,Yes,No,58,Yes,No,Fibra,Yes,Yes,No,Yes,Yes,Yes,Anual,Yes,CartaoCredito,105.5,6205.5,Yes,
1490,8016-ZMGMO,Feminino,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Anual,Yes,DebitoAutomatico,70.85,4738.85,No,
4504,8327-WKMIE,Masculino,0,No,No,37,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,20.15,785.75,No,
4990,4647-XXZAM,Feminino,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoImpresso,45.5,285.2,No,
729,2753-JMMCV,Masculino,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,2 anos,Yes,CartaoCredito,74.2,4805.65,No,
4669,8701-DGLVH,Masculino,0,No,No,51,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,20.45,1042.65,No,
779,0322-CHQRU,Masculino,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,45.35,89.5,Yes,
2620,7799-DSEWS,Masculino,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Mensal,Yes,BoletoEletronico,68.35,1299.8,No,
1936,2239-CGBUZ,Feminino,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Anual,Yes,DebitoAutomatico,60.5,3145.15,No,
3793,6278-FEPBZ,Feminino,0,No,No,9,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.25,186.15,No,
6567,6215-NQCPY,Masculino,0,No,No,15,Yes,Yes,Fibra,Yes,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,99.7,1566.75,No,
6071,0401-WDBXM,Masculino,0,Yes,Yes,72,Yes,Yes,Fibra,Yes,No,Yes,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,105.55,7542.25,No,
3333,4573-JKNAE,Masculino,0,No,Yes,12,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,19.35,212.3,No,
1110,0343-QLUZP,Masculino,0,No,No,60,No,SemTelefone,DSL,Yes,Yes,Yes,No,No,No,2 anos,No,DebitoAutomatico,39.6,2424.5,No,
3655,6878-GGDWG,Feminino,0,Yes,No,32,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,19.4,641.15,No,
5718,9840-DVNDC,Masculino,0,No,No,6,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,CartaoCredito,80.5,463.05,Yes,
6292,0327-WFZSY,Masculino,0,Yes,Yes,39,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Anual,No,BoletoEletronico,100.0,3835.55,No,
2998,4770-UEZOX,Masculino,0,No,No,2,Yes,No,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,74.75,144.8,No,
2394,8231-BSWXX,Masculino,0,No,No,71,Yes,Yes,Fibra,No,Yes,No,No,No,No,Anual,Yes,CartaoCredito,79.05,5552.5,No,
1185,5673-FSSMF,Feminino,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,60.15,60.15,Yes,
2007,8086-OVPWV,Masculino,0,No,No,2,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,80.2,181.1,Yes,
193,9680-NIAUV,Feminino,0,Yes,Yes,72,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,2 anos,No,CartaoCredito,109.7,8129.3,No,
1515,1921-KYSAY,Feminino,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Anual,Yes,BoletoEletronico,68.6,2877.05,No,
5627,9334-GWGOW,Masculino,1,Yes,No,7,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.85,485.25,No,
578,6522-YRBXD,Masculino,1,Yes,No,35,Yes,Yes,Fibra,Yes,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,94.55,3365.4,No,
2123,8819-IMISP,Masculino,0,No,No,31,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,80.45,2429.1,No,
1429,4652-ODEVH,Masculino,0,Yes,Yes,45,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,24.45,1088.25,No,
771,0236-HFWSV,Masculino,0,No,No,15,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,93.35,1444.65,Yes,
2587,5849-ASHZJ,Masculino,0,No,Yes,27,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,20.05,552.9,No,
2395,6486-LHTMA,Feminino,1,Yes,No,31,Yes,Yes,Fibra,No,No,Yes,No,Yes,No,Anual,Yes,BoletoEletronico,90.7,2835.5,No,
6996,4174-LPGTI,Feminino,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Anual,Yes,DebitoAutomatico,66.5,2728.6,Yes,
1846,7369-TRPFD,Masculino,0,No,No,19,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,18.8,279.2,No,
131,6207-WIOLX,Feminino,0,Yes,Yes,25,No,SemTelefone,DSL,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,CartaoCredito,58.6,1502.65,Yes,
178,5947-SGKCL,Feminino,0,Yes,Yes,15,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,105.35,1559.25,No,
3740,0508-OOLTO,Feminino,0,Yes,Yes,2,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,71.65,135.75,No,
6734,8182-PNAGI,Masculino,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,No,DebitoAutomatico,50.25,593.75,Yes,
1811,2070-XYMFH,Feminino,1,No,No,23,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoImpresso,79.35,1835.3,No,
4508,3530-VWVGU,Feminino,0,Yes,Yes,22,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.9,400.3,No,
6992,0218-QNVAS,Masculino,0,Yes,Yes,71,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Anual,No,DebitoAutomatico,100.55,7113.75,No,
2580,7748-UMTRK,Feminino,1,No,Yes,30,Yes,Yes,Fibra,No,No,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,101.3,2974.5,No,
6169,4847-QNOKA,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,44.9,44.9,Yes,
4667,5537-UXXVS,Feminino,0,Yes,No,20,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,19.25,375.25,No,
2652,4727-MCYZG,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Mensal,No,BoletoImpresso,55.55,55.55,No,
4595,2211-RMNHO,Feminino,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,No,DebitoAutomatico,85.3,5560,No,
2073,3061-BCKYI,Masculino,0,No,No,14,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.9,283.75,No,
658,4464-JCOLN,Masculino,0,Yes,Yes,2,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.85,35.9,Yes,
1896,7459-IMVYU,Masculino,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Mensal,No,BoletoEletronico,69.95,2657.55,No,
6555,8969-PRHFK,Masculino,0,No,No,18,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.65,411.25,No,
2606,1550-EENBN,Feminino,0,No,No,31,Yes,Yes,Fibra,Yes,Yes,No,No,Yes,Yes,Mensal,No,BoletoEletronico,104.35,3205.6,No,
2221,8619-IJNDK,Feminino,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,CartaoCredito,64.05,4492.9,No,
3659,0795-GMVQO,Masculino,0,Yes,No,67,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Anual,No,CartaoCredito,109.9,7332.4,No,
6659,3967-KXAPS,Masculino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,92.3,6719.9,No,
2379,3757-NJYBX,Masculino,1,Yes,No,32,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,No,DebitoAutomatico,106.35,3520.75,Yes,
1447,2951-QOQTK,Masculino,0,No,Yes,4,Yes,Yes,Fibra,No,No,No,Yes,No,No,Mensal,No,CartaoCredito,80.8,332.45,Yes,
5766,1183-CANVH,Feminino,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,Anual,No,DebitoAutomatico,60.0,1347.15,No,
342,7520-HQWJU,Feminino,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Mensal,Yes,DebitoAutomatico,67.45,4508.65,No,
3372,2883-ILGWO,Masculino,1,No,No,57,Yes,Yes,Fibra,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,DebitoAutomatico,104.9,5913.95,No,
6160,0725-CXOTM,Feminino,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Anual,Yes,CartaoCredito,89.65,3348.1,No,
6204,3058-WQDRE,Masculino,0,No,No,13,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,25.15,331.85,No,
2527,8931-GJJIQ,Feminino,0,No,No,9,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,83.3,803.3,Yes,
727,6786-OBWQR,Feminino,0,Yes,Yes,5,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,80.85,356.1,No,
5542,2990-OGYTD,Feminino,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,No,DebitoAutomatico,86.15,5883.85,No,
976,5875-YPQFJ,Masculino,0,No,No,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,69.9,69.9,Yes,
4025,2984-MIIZL,Masculino,0,No,No,4,Yes,No,Fibra,No,No,Yes,No,No,No,Mensal,Yes,DebitoAutomatico,74.8,321.9,Yes,
5023,6653-CBBOM,Feminino,0,No,No,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,70.3,70.3,Yes,
1928,2484-DGXPZ,Feminino,0,Yes,Yes,31,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoImpresso,19.55,658.95,Yes,
3516,7587-RZNME,Masculino,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,43.3,123.65,Yes,
6770,3855-ONCAR,Feminino,0,Yes,Yes,4,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoImpresso,78.9,299.75,No,
4588,2105-PHWON,Feminino,0,Yes,No,33,Yes,Yes,Fibra,No,No,Yes,Yes,No,Yes,Mensal,Yes,CartaoCredito,95.0,3008.15,No,
6856,4534-WGCIR,Feminino,0,Yes,Yes,58,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,25.15,1509.9,No,
4279,8815-LMFLX,Masculino,0,Yes,Yes,25,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,DebitoAutomatico,25.4,546.85,No,
3755,8443-ZRDBZ,Masculino,0,No,No,4,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,76.05,318.9,Yes,
6759,1591-MQJTP,Masculino,1,Yes,No,51,Yes,Yes,Fibra,Yes,No,Yes,No,No,Yes,Anual,Yes,DebitoAutomatico,93.65,4839.15,No,
3940,1559-DTODC,Masculino,0,No,No,19,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,25.15,468.35,No,
1299,4566-QVRRW,Feminino,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,44.05,483.7,Yes,
4902,5092-STPKP,Feminino,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Mensal,No,CartaoCredito,56.35,1381.2,No,
6466,3094-JOJAI,Masculino,0,No,No,18,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,No,BoletoImpresso,74.15,1387,No,
660,5650-VDUDS,Feminino,0,No,No,4,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,24.25,96.05,Yes,
1790,3096-IZETN,Feminino,0,No,No,12,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,No,DebitoAutomatico,78.1,947.3,Yes,
1492,3254-YRILK,Masculino,1,No,No,19,Yes,Yes,Fibra,No,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,88.2,1775.8,Yes,
4730,7813-ZGGAW,Masculino,1,No,No,31,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,No,Mensal,Yes,DebitoAutomatico,96.6,2877.95,No,
493,5756-OZRIO,Masculino,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Anual,No,DebitoAutomatico,64.05,3902.6,No,
3647,1016-DJTSV,Masculino,1,No,No,8,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,69.7,572.85,No,
5143,5204-HMGYF,Feminino,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Anual,Yes,BoletoImpresso,87.2,4345,No,
4949,3669-LVWZB,Masculino,0,No,No,5,No,SemTelefone,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,BoletoImpresso,51.0,305.95,Yes,
2315,2577-GVSIL,Masculino,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Anual,Yes,DebitoAutomatico,73.45,2661.1,No,
6537,1444-VVSGW,Masculino,0,Yes,No,70,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,Anual,No,CartaoCredito,115.65,7968.85,Yes,
6482,5419-JPRRN,Masculino,0,No,No,1,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,101.45,101.45,Yes,
5969,4673-KKSLS,Feminino,0,No,No,31,Yes,No,Fibra,Yes,No,Yes,Yes,No,No,Mensal,No,BoletoEletronico,87.6,2724.25,No,
1085,4441-NIHPT,Feminino,1,No,No,13,Yes,No,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,74.3,940.35,Yes,
6640,3315-IKYZQ,Masculino,0,Yes,Yes,28,No,SemTelefone,DSL,Yes,No,Yes,Yes,Yes,No,Anual,No,BoletoImpresso,50.8,1386.8,No,
6464,4726-DLWQN,Masculino,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,70.35,3454.6,No,
694,2682-KEVRP,Feminino,1,No,No,22,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,20.05,417,No,
1278,4730-AWNAU,Masculino,0,Yes,Yes,36,No,SemTelefone,DSL,Yes,No,Yes,Yes,Yes,Yes,Anual,No,CartaoCredito,60.7,2234.55,No,
3198,8564-LDKFL,Masculino,0,Yes,No,40,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Anual,Yes,DebitoAutomatico,106.0,4178.65,No,
4966,3097-IDVPU,Masculino,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,No,CartaoCredito,50.1,910.45,No,
4753,5729-KLZAR,Feminino,0,Yes,Yes,4,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,No,BoletoEletronico,80.85,302.75,Yes,
1621,6352-TWCAU,Feminino,0,No,No,35,Yes,Yes,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,86.45,3029.1,Yes,
